Student_ID,College,Major,Passed Credits,Student_Level,Eligible_Courses,AREA_OF_STUDY,COURSE_OF_STUDY,Course_Score
STU0046,CAS,Digital Media Production,45,2,MCM311,MR,R,4
STU0046,CAS,Digital Media Production,45,2,MCM254,MR,R,2
STU0046,CAS,Digital Media Production,45,2,MCM301,MR,R,1
STU0017,CAS,Public relations & Advertising,87,3,MCM305,MR,R,1
STU0017,CAS,Public relations & Advertising,87,3,MCM441,MR,R,1
STU0017,CAS,Public relations & Advertising,87,3,MCM411,CR,R,1
STU0017,CAS,Public relations & Advertising,87,3,MCM455,MR,R,1
STU0017,CAS,Public relations & Advertising,87,3,MCM212,MR,R,1
STU0017,CAS,Public relations & Advertising,87,3,MCM106,CR,R,1
STU0019,CAS,Public relations & Advertising,45,2,MCM305,MR,R,1
STU0019,CAS,Public relations & Advertising,45,2,MCM209,MR,R,1
STU0019,CAS,Public relations & Advertising,45,2,MCM212,MR,R,1
STU0019,CAS,Public relations & Advertising,45,2,MCM341,MR,R,1
STU0019,CAS,Public relations & Advertising,45,2,MCM106,CR,R,1
STU0019,CAS,Public relations & Advertising,45,2,MATH120,GE,R,2
STU0019,CAS,Public relations & Advertising,45,2,MCM241,MR,R,1
STU0021,CAS,Public relations & Advertising,93,4,MCM411,CR,R,1
STU0021,CAS,Public relations & Advertising,93,4,MATH122,GE,R,1
STU0021,CAS,Public relations & Advertising,93,4,MCM341,MR,R,1
STU0021,CAS,Public relations & Advertising,93,4,MCM106,CR,R,1
STU0010,CAS,Visual Communication,75,3,MCM411,CR,R,1
STU0010,CAS,Visual Communication,75,3,MCM455,MR,R,1
STU0010,CAS,Visual Communication,75,3,MCM352,MR,R,1
STU0010,CAS,Visual Communication,75,3,MCM412,CR,R,1
STU0010,CAS,Visual Communication,75,3,MCM306,MR,R,1
STU0010,CAS,Visual Communication,75,3,MCM413,CR,R,1
STU0010,CAS,Visual Communication,75,3,MCM106,CR,R,1
STU0010,CAS,Visual Communication,75,3,MATH120,GE,R,2
STU0010,CAS,Visual Communication,75,3,MCM353,MR,R,1
STU0037,CAS,Visual Communication,60,2,MCM251,MR,R,11
STU0037,CAS,Visual Communication,60,2,MATH122,GE,R,1
STU0037,CAS,Visual Communication,60,2,MCM412,CR,R,1
STU0037,CAS,Visual Communication,60,2,MCM106,CR,R,1
STU0037,CAS,Visual Communication,60,2,MCM211,MR,R,1
STU0037,CAS,Visual Communication,60,2,MCM245,MR,R,1
STU0040,CAS,Visual Communication,78,3,MCM411,CR,R,1
STU0040,CAS,Visual Communication,78,3,MCM455,MR,R,1
STU0040,CAS,Visual Communication,78,3,MCM352,MR,R,1
STU0040,CAS,Visual Communication,78,3,MCM306,MR,R,1
STU0040,CAS,Visual Communication,78,3,MATH120,GE,R,2
STU0040,CAS,Visual Communication,78,3,MCM211,MR,R,1
STU0040,CAS,Visual Communication,78,3,MCM245,MR,R,1
STU0040,CAS,Visual Communication,78,3,MCM253,MR,R,2
STU0013,CBA,Management Information Systems,51,2,MRKT201,CR,R,1
STU0013,CBA,Management Information Systems,51,2,ENGL112,GE,R,13
STU0013,CBA,Management Information Systems,51,2,MIS350,ME,RE,1
STU0013,CBA,Management Information Systems,51,2,ECON102,GE,R,1
STU0013,CBA,Management Information Systems,51,2,MGMT321,CR,R,1
STU0013,CBA,Management Information Systems,51,2,MIS300,ME,RE,1
STU0013,CBA,Management Information Systems,51,2,FIN301,CR,R,1
STU0013,CBA,Management Information Systems,51,2,MIS320,ME,RE,1
STU0013,CBA,Management Information Systems,51,2,ECON380,CR,R,2
STU0013,CBA,Management Information Systems,51,2,ACCT211,CR,R,1
STU0013,CBA,Management Information Systems,51,2,MIS400,ME,RE,1
STU0013,CBA,Management Information Systems,51,2,MIS342,MR,R,1
STU0013,CBA,Management Information Systems,51,2,MIS446,ME,RE,1
STU0013,CBA,Management Information Systems,51,2,MIS448,ME,RE,2
STU0013,CBA,Management Information Systems,51,2,MIS345,MR,R,2
STU0016,CBA,Management Information Systems,42,2,ECON101,GE,R,3
STU0016,CBA,Management Information Systems,42,2,MGMT241,CR,R,1
STU0016,CBA,Management Information Systems,42,2,MIS200,CR,R,7
STU0016,CBA,Management Information Systems,42,2,MGMT321,CR,R,1
STU0016,CBA,Management Information Systems,42,2,MIS206,MR,R,3
STU0016,CBA,Management Information Systems,42,2,MATH130,GE,R,2
STU0014,CBA,Management Information Systems,84,3,MIS420,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,MRKT201,CR,R,1
STU0014,CBA,Management Information Systems,84,3,MGMT241,CR,R,1
STU0014,CBA,Management Information Systems,84,3,MIS347,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,MIS498,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,MIS300,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,FIN301,CR,R,1
STU0014,CBA,Management Information Systems,84,3,MIS320,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,MGMT481,CR,R,1
STU0014,CBA,Management Information Systems,84,3,MIS458,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,CBA440,CR,R,3
STU0014,CBA,Management Information Systems,84,3,ECON380,CR,R,2
STU0014,CBA,Management Information Systems,84,3,MIS400,ME,RE,1
STU0014,CBA,Management Information Systems,84,3,MIS410,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT371,ME,RE,2
STU0011,CBA,Marketing,78,3,MRKT402,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT450,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT401,ME,RE,1
STU0011,CBA,Marketing,78,3,MIS200,CR,R,4
STU0011,CBA,Marketing,78,3,MGMT422,ME,RE,1
STU0011,CBA,Marketing,78,3,MGMT383,ME,RE,1
STU0011,CBA,Marketing,78,3,MGMT488,ME,RE,1
STU0011,CBA,Marketing,78,3,MGMT471,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT491,ME,RE,1
STU0011,CBA,Marketing,78,3,MGMT351,ME,RE,3
STU0011,CBA,Marketing,78,3,MRKT498,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT340,MR,R,1
STU0011,CBA,Marketing,78,3,MRKT480,MR,R,1
STU0011,CBA,Marketing,78,3,MGMT341,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT451,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT410,MR,R,1
STU0011,CBA,Marketing,78,3,MRKT372,ME,RE,1
STU0011,CBA,Marketing,78,3,MRKT460,MR,R,1
STU0011,CBA,Marketing,78,3,MGMT484,ME,RE,1
STU0011,CBA,Marketing,78,3,MGMT325,ME,RE,1
STU0022,CBA,Marketing,78,3,MRKT371,ME,RE,2
STU0022,CBA,Marketing,78,3,MRKT402,ME,RE,1
STU0022,CBA,Marketing,78,3,MRKT450,ME,RE,1
STU0022,CBA,Marketing,78,3,MGMT451,ME,RE,1
STU0022,CBA,Marketing,78,3,MIS200,CR,R,4
STU0022,CBA,Marketing,78,3,MGMT422,ME,RE,1
STU0022,CBA,Marketing,78,3,MGMT383,ME,RE,1
STU0022,CBA,Marketing,78,3,MGMT488,ME,RE,1
STU0022,CBA,Marketing,78,3,MGMT481,CR,R,1
STU0022,CBA,Marketing,78,3,MGMT471,ME,RE,1
STU0022,CBA,Marketing,78,3,MRKT491,ME,RE,1
STU0022,CBA,Marketing,78,3,CBA440,CR,R,3
STU0022,CBA,Marketing,78,3,ECON380,CR,R,1
STU0022,CBA,Marketing,78,3,MRKT451,ME,RE,1
STU0022,CBA,Marketing,78,3,ACCT211,CR,R,1
STU0022,CBA,Marketing,78,3,MRKT372,ME,RE,1
STU0022,CBA,Marketing,78,3,MRKT460,MR,R,1
STU0022,CBA,Marketing,78,3,MGMT453,ME,RE,1
STU0022,CBA,Marketing,78,3,MGMT325,ME,RE,1
STU0012,CBA,Marketing,45,2,MRKT320,MR,R,2
STU0012,CBA,Marketing,45,2,MRKT371,ME,RE,3
STU0012,CBA,Marketing,45,2,MRKT402,ME,RE,2
STU0012,CBA,Marketing,45,2,MRKT330,MR,R,2
STU0012,CBA,Marketing,45,2,MRKT450,ME,RE,2
STU0012,CBA,Marketing,45,2,MRKT401,ME,RE,2
STU0012,CBA,Marketing,45,2,MIS200,CR,R,5
STU0012,CBA,Marketing,45,2,MATH111,GE,R,5
STU0012,CBA,Marketing,45,2,MGMT422,ME,RE,2
STU0012,CBA,Marketing,45,2,ENGL201,GE,R,3
STU0012,CBA,Marketing,45,2,MGMT383,ME,RE,2
STU0012,CBA,Marketing,45,2,MGMT488,ME,RE,2
STU0012,CBA,Marketing,45,2,MGMT471,ME,RE,2
STU0012,CBA,Marketing,45,2,MRKT370,MR,R,2
STU0012,CBA,Marketing,45,2,MRKT491,ME,RE,2
STU0012,CBA,Marketing,45,2,MGMT351,ME,RE,4
STU0012,CBA,Marketing,45,2,ECON380,CR,R,2
STU0012,CBA,Marketing,45,2,MRKT340,MR,R,2
STU0012,CBA,Marketing,45,2,MRKT451,ME,RE,2
STU0012,CBA,Marketing,45,2,MGMT341,ME,RE,2
STU0012,CBA,Marketing,45,2,MRKT410,MR,R,2
STU0012,CBA,Marketing,45,2,MRKT372,ME,RE,2
STU0012,CBA,Marketing,45,2,MRKT460,MR,R,2
STU0012,CBA,Marketing,45,2,MGMT484,ME,RE,2
STU0012,CBA,Marketing,45,2,MGMT325,ME,RE,2
